GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADF001,ADI001,ADI002,ADJ001,ADJ002,ADK001,ADK002,ADK003,ADK004,ADK005,ADK006,ADK007,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G2101810","1850","Kentucky","210","Nicholas","1810","Nicholas",711,57092,49908,2108677,63310,3723,1500,2231,253,4107,13478,25949,31286,4536,733750,69834,0,100280,0,32263,401,8769,2634,1170,47,0,106973,5125,949,43,70,11,149,12,5468,113,0,4025,0,190,0,19993
"G2101830","1850","Kentucky","210","Ohio","1830","Ohio",1122,55196,165500,829147,50057,3416,182,3331,640,6087,12094,44292,10607,150,521128,18780,0,1543692,0,22545,2418,11760,10601,0,0,0,119129,1596,1720,0,10,0,0,0,37878,1691,0,3435,0,105,0,9608
"G2101850","1850","Kentucky","210","Oldham","1850","Oldham",414,59490,30406,1572031,60930,2639,111,1864,117,3084,8209,24666,45067,547,510960,74965,0,36620,0,18905,75,16801,5460,0,46,0,83752,565,1548,6,725,0,73,2,6214,430,0,0,0,107,0,9025
"G2101870","1850","Kentucky","210","Owen","1870","Owen",917,64755,95840,1748243,53433,3313,348,2063,796,3322,13556,31420,22794,2604,632870,46680,50,746871,0,28373,677,11695,3441,0,77,40,1633,1269,8,64,25,3,2,0,11449,233,150,5524,0,542,0,14751
"G2101890","1850","Kentucky","210","Owsley","1890","Owsley",484,14887,226241,358907,10241,911,56,1186,335,2423,4849,9825,796,67,164021,8843,45,3130,0,8002,373,6032,7517,5,21,0,24740,570,28,0,5,0,0,0,5504,195,0,5145,0,209,0,4555
"G2101910","1850","Kentucky","210","Pendleton","1910","Pendleton",696,39977,86779,999910,45065,2397,78,1504,299,3037,9866,18105,12262,7540,429855,44207,0,253827,0,20166,3747,10935,2105,140,1039,58,71500,2668,1113,106,85,60,5,0,10735,136,0,7419,0,630,0,4493
"G2101930","1850","Kentucky","210","Perry","1930","Perry",396,14145,279673,223305,9958,895,5,1477,171,3668,5536,12519,786,30,124296,4758,0,2669,0,11288,3321,2443,6847,0,7,0,43330,115,39,0,6,0,0,0,6222,146,0,4333,1,40,10,5290
"G2101950","1850","Kentucky","210","Pike","1950","Pike",448,18474,178006,368880,9903,1112,2,1753,509,4057,7025,14003,2454,68,198764,18501,0,4401,0,12058,2389,4766,11948,0,196,0,66078,168,480,1,32,15,1,0,7964,277,0,3438,0,16,0,24692
"G2101990","1850","Kentucky","210","Pulaski","1990","Pulaski",1528,75529,247002,1099541,49171,3798,617,4202,1169,7551,22092,44021,13385,1097,558862,125002,23,6883,0,34876,8805,23084,29298,48,171,10,201735,4639,526,49,92,0,0,0,44461,3460,125,9005,0,494,0,14901
"G2102030","1850","Kentucky","210","Rockcastle","2030","Rockcastle",441,25938,73463,277727,14827,1243,179,1141,285,1576,6032,9733,3715,128,177974,28853,0,5543,0,10226,375,4137,4228,0,11,0,39907,1390,169,16,120,0,0,0,6003,276,0,6058,0,346,0,5533
"G2102070","1850","Kentucky","210","Russell","2070","Russell",665,42342,87997,356512,19528,1678,235,1690,597,2133,5669,24560,4707,283,316165,51416,0,40757,0,12133,2180,10714,11055,16,3,0,77524,1097,117,0,24,12,0,0,9915,718,3,3448,0,32,0,11238
"G2102090","1850","Kentucky","210","Scott","2090","Scott",758,126756,27684,4886877,91698,5319,2228,3141,993,6286,15728,30043,49677,5560,1089109,156368,0,200,0,44539,2342,23118,4018,160,768,3,145265,5025,2952,0,10,0,1601,11,7559,57,0,5064,0,732,0,32535
"G2102110","1850","Kentucky","210","Shelby","2110","Shelby",1202,147170,76556,5942763,151251,7806,921,4646,545,11628,23829,76393,83931,21049,1731740,188956,0,221122,0,60176,2166,24803,10413,8,521,191,205241,6069,4056,60,398,198,976,46,40827,1519,13,1373,0,316,0,31011
"G2102130","1850","Kentucky","210","Simpson","2130","Simpson",686,45296,72419,707210,47539,3325,442,2203,413,2667,8668,26521,19914,323,516158,145855,0,1221314,521,14883,892,10457,20115,0,35,0,74227,1682,208,0,54,22,0,0,67430,473,3,303,0,18,0,3203
"G2102150","1850","Kentucky","210","Spencer","2150","Spencer",578,77496,39319,1917535,69133,3231,224,2113,101,2590,10362,40887,55614,9539,775878,109215,0,15660,0,22326,1331,10162,2675,190,142,0,115028,5747,1369,12,36,0,17,0,30547,1260,0,7011,0,605,0,12663
"G2102170","1850","Kentucky","210","Taylor","2170","Taylor",648,45888,70833,527282,30856,2351,334,1888,360,3459,8887,23653,10087,190,365085,91639,0,592106,0,15960,3326,10013,12499,0,38,20,76218,1071,258,6,0,0,0,0,34278,1594,0,4651,0,143,0,9881
"G2102190","1850","Kentucky","210","Todd","2190","Todd",930,78511,108805,1395157,100983,3648,1293,2766,439,5180,14596,44569,40485,600,803941,203027,0,3739685,0,27750,31,23586,25402,0,0,0,125421,352,279,0,6,0,0,0,10396,31,0,8440,0,32,0,1460
"G2102210","1850","Kentucky","210","Trigg","2210","Trigg",843,50143,14816,702295,42299,3044,583,2380,938,2957,7755,31303,11149,54,604515,87090,0,1653485,0,15309,1318,13331,18774,0,30,0,80131,984,776,0,8,0,0,0,7047,41,0,1519,0,104,0,5631
"G2102230","1850","Kentucky","210","Trimble","2230","Trimble",469,37287,38002,963197,32849,1848,74,1280,393,2002,6561,13454,19516,2574,286795,30754,0,454722,0,13331,325,9121,3735,15,54,350,72663,312,858,1,182,4,0,0,9350,2294,61,1184,0,188,0,5315
"G2102250","1850","Kentucky","210","Union","2250","Union",681,52453,141403,1142307,62282,3797,347,3099,798,5409,8914,38177,11994,1532,680640,50045,0,494784,0,17864,613,15795,7592,15,81,7,92064,306,1001,0,12,5,0,0,8466,99,0,108,0,0,0,19530
"G2102270","1850","Kentucky","210","Warren","2270","Warren",1145,91507,155325,1759540,84711,5471,1395,4221,1358,8535,18842,54135,33473,1104,1031545,198600,0,1401751,0,32336,3772,20308,24590,0,72,0,180329,4201,668,0,98,855,2,0,61542,783,10,1567,0,104,0,13462
"G2102290","1850","Kentucky","210","Washington","2290","Washington",867,102441,83802,2176912,76002,6110,994,2829,628,4208,18615,46513,28653,20916,824925,117651,0,12500,0,34639,169,11193,3715,146,343,334,35439,1621,1479,177,274,0,212,0,25935,2033,0,5893,0,161,0,24715
"G2102310","1850","Kentucky","210","Wayne","2310","Wayne",929,69532,190897,872300,48215,3065,694,3405,1134,7777,14043,42450,14276,479,495409,104498,0,14230,0,24501,6416,17236,21672,0,14,0,128522,3353,131,19,47,0,0,0,19535,1005,0,10065,0,385,0,15053
"G2102350","1850","Kentucky","210","Whitley","2350","Whitley",980,38863,214207,506470,25003,2061,333,2984,663,6398,8034,41886,3609,536,312918,52678,0,11674,0,13916,8027,16186,19934,0,179,0,135361,1579,448,0,210,0,0,0,48889,871,0,4309,0,0,0,20802
"G2102390","1850","Kentucky","210","Woodford","2390","Woodford",580,108828,7347,4363917,81109,5364,1223,2878,755,4896,15166,26150,51250,10415,812490,112430,0,2600,0,45586,899,20771,5132,1006,304,0,124154,2205,1606,0,54,80,2930,28,4400,165,0,150,0,36,0,11511
"G2200050","1850","Louisiana","220","Ascension","0050","Ascension",157,28346,65138,6335270,786425,1288,1058,1022,943,2112,1627,5649,0,0,368500,0,33500,0,406,150,1325,309,10362,0,0,0,250,0,25,0,0,75,0,0,0,0,0,0,13438,0,554975,17500
"G2200070","1850","Louisiana","220","Assumption","0070","Assumption",520,31361,91525,5632580,367745,1929,1268,1672,1128,2168,990,5242,0,0,564302,0,99770,0,130,0,0,0,25561,0,0,0,0,0,2443,0,0,0,0,0,0,0,0,0,17160,0,930185,0
"G2200090","1850","Louisiana","220","Avoyelles","0090","Avoyelles",393,33898,99449,1109840,299399,1849,928,3229,1379,7276,4090,18910,0,0,310985,260,291350,1085,3538,4363,5339,2555,30710,0,0,0,7275,263,580,0,0,0,0,0,0,0,0,0,4481,0,248720,34565
"G2200130","1850","Louisiana","220","Bienville","0130","Bienville",271,18015,42559,271252,29986,760,235,1438,449,2732,523,14749,84,0,122530,3364,6688,10,1648,1362,15624,1387,34430,0,0,0,16771,125,0,0,0,0,0,0,0,0,0,0,0,0,0,2966
"G2200150","1850","Louisiana","220","Bossier","0150","Bossier",333,40284,114086,770883,37600,1067,823,2254,690,5082,1006,19788,6,20,225122,2630,145,0,4181,1285,9698,767,33805,0,0,0,23470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
"G2200170","1850","Louisiana","220","Caddo","0170","Caddo",305,44174,136621,957109,52812,1124,905,1974,802,12422,1383,17055,0,291,265945,21804,10,0,4819,2652,19249,2386,69179,0,0,0,27851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"G2200190","1850","Louisiana","220","Calcasieu","0190","Calcasieu",239,18542,20943,127216,30107,8375,137,4384,826,78177,2126,8969,0,0,44360,0,1176,0,122,0,0,0,32117,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,460,0,18160,0
"G2200210","1850","Louisiana","220","Caldwell","0210","Caldwell",185,12081,16736,211867,40719,551,194,1180,390,2625,1127,12098,0,0,71418,693,2820,0,1570,2061,1415,1106,13152,0,0,0,8691,0,44,0,0,0,0,0,0,0,0,0,0,0,0,2708
"G2200235","1850","Louisiana","220","Carroll","0235","Carroll",238,47701,98943,2712882,206747,1432,1438,2655,1259,7046,1687,18318,0,0,237364,630,0,0,15544,3490,850,2765,34107,0,0,0,41757,200,367,0,54,0,0,0,0,0,0,0,0,0,0,2217
"G2200250","1850","Louisiana","220","Catahoula","0250","Catahoula",358,26077,83265,754406,78370,1473,470,3111,1258,9147,2089,30765,54,0,183736,115,903,40,6648,2027,2136,2113,30942,0,3,0,16256,120,15,0,0,10,0,0,0,0,0,0,0,0,36,360
"G2200270","1850","Louisiana","220","Claiborne","0270","Claiborne",554,31971,85039,424670,35903,1362,458,2405,654,5768,1913,28510,108,150,234470,2080,60,0,2483,3240,6231,390,59030,0,0,0,23899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720
"G2200290","1850","Louisiana","220","Concordia","0290","Concordia",148,50059,109854,2659845,130985,1353,1339,1167,1289,2923,1919,9054,0,0,239670,25,100,0,18297,2737,7479,3969,17940,0,0,0,25755,0,242,0,0,0,0,0,0,0,0,0,33,0,41,0
"G2200310","1850","Louisiana","220","De Soto","0310","De Soto",427,37520,110566,705400,68370,1196,692,2142,776,5704,847,23679,0,0,240080,5253,33400,200,2995,565,5589,3246,66200,0,0,0,45572,0,0,0,0,0,0,0,0,0,0,0,2,0,580,2985
"G2200330","1850","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",287,37535,115247,2088891,369995,1617,978,3436,1624,8346,3874,25045,0,0,226942,30,4009,0,1346,5551,3851,4601,29295,0,0,0,22635,4,1392,0,0,0,0,0,0,0,0,0,7074,0,407358,40
"G2200370","1850","Louisiana","220","East Feliciana","0370","East Feliciana",361,82936,125057,1509337,218461,2325,896,3358,2144,7624,6800,23004,0,0,391789,15375,42675,800,9967,13366,5583,4952,106235,0,0,15,53404,60,263,2,0,0,0,0,0,0,0,0,1105,0,71200,1584
"G2200410","1850","Louisiana","220","Franklin","0410","Franklin",283,14473,41817,337401,38591,904,210,2037,581,4283,1059,21460,0,0,103795,647,76,0,3044,1759,4487,1761,16986,0,0,0,10250,186,13,0,3,0,0,0,0,0,0,0,0,0,0,889
"G2200470","1850","Louisiana","220","Iberville","0470","Iberville",219,46050,84755,4460650,667750,1883,1534,1863,1136,3564,4221,2468,0,0,371065,0,0,0,64,250,0,0,13890,0,0,0,4800,0,0,0,0,0,0,0,0,0,29,0,23208,0,1310750,0
"G2200490","1850","Louisiana","220","Jackson","0490","Jackson",290,18621,47381,304743,31618,763,265,1278,469,3077,648,16856,61,12,136404,920,5070,0,1394,682,14362,48,30798,0,0,0,15344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2200510","1850","Louisiana","220","Jefferson","0510","Jefferson",81,22430,35003,1532936,288992,891,1478,1562,667,709,845,309,0,0,197849,0,122000,0,0,0,0,22063,12001,0,0,0,0,0,3662,0,0,0,0,0,0,0,0,0,8897,0,430580,0
"G2200550","1850","Louisiana","220","Lafayette","0550","Lafayette",441,24448,57676,322806,90624,10725,776,3611,2942,29646,7028,5895,0,0,288358,0,2168,262,2560,0,75,198,29631,0,0,0,200,0,0,0,0,0,0,0,0,0,0,5,2629,0,95164,160
"G2200570","1850","Louisiana","220","Lafourche","0570","Lafourche",235,40268,40031,2125070,354304,1350,674,963,572,174,114,1841,0,0,227015,0,231980,0,0,0,230,885,4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10055,0,345126,0
"G2200630","1850","Louisiana","220","Livingston","0630","Livingston",219,9163,64699,217430,29378,788,46,3034,814,5086,1292,21171,0,0,47506,1130,83480,524,265,1411,545,313,25801,0,0,0,7026,0,4,0,0,0,0,0,0,0,0,0,120,0,10800,218
"G2200650","1850","Louisiana","220","Madison","0650","Madison",218,56619,126032,2666046,258553,1319,1424,1978,1391,4620,1708,14368,0,0,214365,680,8150,0,12771,5434,4474,1916,26570,0,0,0,42330,50,780,0,0,0,0,0,0,0,0,0,0,0,0,3803
"G2200670","1850","Louisiana","220","Morehouse","0670","Morehouse",260,15895,26108,316375,52330,697,318,1548,471,4083,1105,14541,104,2,119235,1425,17255,0,3303,2302,2137,2037,25952,0,0,0,27085,100,6,0,0,6,0,0,0,0,0,0,0,0,0,545
"G2200690","1850","Louisiana","220","Natchitoches","0690","Natchitoches",842,70784,144939,1400731,288904,2823,1633,5207,1008,9713,4094,33103,0,0,394011,3225,14375,4467,15574,5382,11565,3503,37290,0,0,0,29995,464,0,0,0,0,0,0,0,0,0,250,4,1650,0,7799
"G2200710","1850","Louisiana","220","Orleans","0710","Orleans",51,4844,3435,453200,126000,1737,1405,1200,154,276,60,193,0,0,32180,0,40000,0,0,0,300,200,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,1495,0,52505,0
"G2200730","1850","Louisiana","220","Ouachita","0730","Ouachita",242,20373,38539,601690,93595,798,452,1347,474,3851,1376,14274,0,0,128000,695,420,7200,3486,2986,1538,1304,19020,0,0,0,19914,0,12,0,0,20,0,0,0,0,0,0,0,0,0,3399
"G2200750","1850","Louisiana","220","Plaquemines","0750","Plaquemines",205,39774,96259,4587835,1081315,990,1236,2007,1385,2860,1261,834,0,0,149090,0,1536740,500,60,0,3920,8897,10559,0,0,0,19205,0,2242,0,40,0,0,0,0,0,0,0,16835,0,589130,570
"G2200770","1850","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",248,43010,124962,2208130,339647,1424,1403,1752,1053,2771,3720,3395,0,0,199790,2000,16840,0,1622,130,0,100,43643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8560,0,321546,1170
"G2200790","1850","Louisiana","220","Rapides","0790","Rapides",187,69653,124767,2742040,460195,1983,2085,2701,1975,8506,6548,18739,0,0,357480,5730,4500,0,4222,14190,3660,2750,34285,0,0,0,35175,0,50,0,0,0,0,0,0,0,0,0,4613,0,438170,0
"G2200850","1850","Louisiana","220","Sabine","0850","Sabine",522,18254,62429,216738,46185,1094,193,2809,695,5971,1043,30372,0,0,89514,3460,21130,1170,1107,1594,11670,2506,43622,0,0,0,22584,0,0,0,0,0,0,0,0,0,0,0,1,0,531,10160
"G2200870","1850","Louisiana","220","St Bernard","0870","St Bernard",34,11435,12273,958650,252393,179,551,258,394,488,36,0,0,0,12756,0,0,0,0,0,359,5341,10691,0,0,0,0,0,1783,0,0,0,0,0,0,0,0,0,4367,0,173000,0
"G2200890","1850","Louisiana","220","St Charles","0890","St Charles",70,20596,66746,1801950,560050,725,1133,589,1270,687,841,529,0,0,178980,680,619000,0,0,0,0,432,1355,0,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,10206,0,531300,0
"G2200910","1850","Louisiana","220","St Helena","0910","St Helena",273,21913,130180,273340,37429,1172,115,1825,907,4854,3598,17854,0,0,109751,6085,54868,0,1284,6408,2745,1026,44225,0,0,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2200930","1850","Louisiana","220","St James","0930","St James",145,41905,49164,2505235,590920,1371,1682,953,1164,1335,911,785,0,0,334480,0,68500,9370,0,0,0,0,2060,0,0,0,0,0,5044,0,0,0,0,0,0,0,0,0,21670,0,926438,0
"G2200950","1850","Louisiana","220","St John The Baptist","0950","St John The Baptist",162,22285,33412,1703500,663800,999,981,815,1257,638,797,913,0,0,188390,0,314200,0,0,0,0,60,1721,0,0,0,0,0,1886,0,0,0,0,0,0,0,0,0,11935,0,638230,0
"G2200970","1850","Louisiana","220","St Landry","0970","St Landry",775,87584,193622,1888950,295798,10725,2030,9877,4293,82517,12457,27935,0,0,372180,0,6144,1200,3920,0,0,0,69361,0,0,0,0,0,1691,0,0,0,0,0,0,0,0,0,5951,0,317970,0
"G2200990","1850","Louisiana","220","St Martin","0990","St Martin",420,35971,150119,1430147,204980,3368,1489,4311,4042,11814,6936,5625,0,0,517401,0,3700,0,4073,0,699,80,6863,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,4188,0,237160,0
"G2201010","1850","Louisiana","220","St Mary","1010","St Mary",198,43051,166780,4157500,553420,1669,3213,1907,2484,7546,1448,3125,0,0,305290,0,140,0,84,0,0,50,50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24765,0,897660,0
"G2201030","1850","Louisiana","220","St Tammany","1030","St Tammany",90,5824,73076,149190,8699,461,132,2133,735,6821,1370,5195,0,0,17849,701,97793,0,41,1458,450,300,22352,0,0,0,2570,0,178,0,0,0,0,0,0,0,0,0,20,0,600,0
"G2201070","1850","Louisiana","220","Tensas","1070","Tensas",165,59391,158539,2432734,250783,1503,1927,1405,1571,3766,2856,12406,0,0,338725,250,3000,50,21665,6210,3191,1735,34871,0,0,0,28635,0,147,0,0,0,0,0,0,0,0,0,0,0,0,20
"G2201090","1850","Louisiana","220","Terrebonne","1090","Terrebonne",224,18706,101937,2015145,382794,732,939,1051,502,1070,1078,2116,0,0,187420,0,466900,0,0,0,200,260,17654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9171,0,435290,0
"G2201110","1850","Louisiana","220","Union","1110","Union",717,45135,73544,477950,44362,1557,595,2705,668,5357,535,32059,0,0,292095,0,0,0,5213,1125,0,0,105820,0,0,0,39926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"G2201130","1850","Louisiana","220","Vermillion","1130","Vermillion",198,5913,56195,110905,34073,3455,99,1797,1247,23043,1672,3439,0,0,46061,0,1664,0,45,2330,0,0,4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,31720,0
"G2201170","1850","Louisiana","220","Washington","1170","Washington",260,13071,88523,106640,21335,792,35,1730,562,7649,1590,12404,0,0,69790,4925,159750,0,693,2134,3272,0,23610,0,0,0,700,0,3,0,0,0,0,0,0,0,0,0,0,0,120,400
"G2201210","1850","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",138,25775,41988,1940300,350825,1032,984,746,570,1372,1034,1257,0,0,151750,0,900,0,262,270,1327,2329,11347,0,0,0,0,0,1051,0,0,0,0,0,0,0,0,0,7920,0,518870,1180
"G2201250","1850","Louisiana","220","West Feliciana","1250","West Feliciana",234,76311,109060,3096993,323672,1904,1993,3150,1904,7499,5051,11005,0,0,360585,4825,8000,0,18291,10993,6157,4992,53370,0,0,0,61254,0,486,0,0,14,0,0,0,0,0,0,4767,0,395612,343
"G2300030","1850","Maine","230","Aroostook","0030","Aroostook",1228,55097,140523,814526,46817,1274,1,3285,1809,3499,11411,2086,10675,7379,13746,201637,0,0,0,30317,10932,191541,0,13645,86529,0,186691,21264,17314,661,1080,62,0,0,70,62,0,25737,0,43,0,956
"G2300050","1850","Maine","230","Cumberland","0050","Cumberland",5352,250607,202676,8304058,258510,4982,11,15914,9313,11453,33693,6845,8880,14042,233870,130465,0,0,0,97399,10283,266586,0,2501,306,0,1014226,370326,94535,100,21,41,0,0,362,26,1,820,0,85,0,8373
"G2300070","1850","Maine","230","Franklin","0070","Franklin",2521,154568,143944,2313279,132053,2730,21,7790,5409,10201,48018,3174,47860,4729,84879,120064,0,0,0,163609,11281,210942,0,5676,194,10,540720,133234,49717,597,6046,2805,0,0,1178,33,15,17481,0,1636,0,22786
"G2300090","1850","Maine","230","Hancock","0090","Hancock",2271,74046,140232,1858817,85360,986,0,5986,3810,4150,25420,1846,3934,1461,24749,47917,0,0,0,64968,7448,75163,0,15824,55,0,445479,43486,31523,0,0,0,0,0,0,0,0,61,0,0,0,3042
"G2300110","1850","Maine","230","Kennebec","0110","Kennebec",5256,248637,201511,7110252,299571,5756,0,15798,9501,14323,48448,6146,31462,10792,296108,295257,0,0,0,149617,27415,380014,0,18214,2429,37,1124721,439256,97946,336,166,3164,0,0,9600,89,102,2573,0,440,0,43968
"G2300150","1850","Maine","230","Lincoln","0150","Lincoln",4975,188466,224712,6311672,247265,3778,4,13950,9016,11671,41525,5113,7815,8080,154452,84137,0,0,0,115410,18853,239492,0,21497,915,11,816141,237895,86805,6,30,38,0,0,338,1,0,413,0,0,0,10204
"G2300170","1850","Maine","230","Oxford","0170","Oxford",4288,216081,290458,4498116,189406,4441,0,13617,8739,18960,49755,6764,40225,29365,227439,146266,0,0,0,156353,15573,488168,0,1765,8367,0,837475,445141,69309,1141,479,31417,0,0,790,167,124,23238,0,16,0,25151
"G2300190","1850","Maine","230","Penobscot","0190","Penobscot",3983,158611,250575,3978338,222812,3438,0,10252,5301,7096,27228,4581,28819,6604,119584,310184,0,0,0,105977,24680,221248,0,14457,974,5,784155,116528,51758,4139,188,800,0,0,342,26,5,3182,0,91,0,13399
"G2300210","1850","Maine","230","Piscataquis","0210","Piscataquis",1779,75191,126872,1319405,81885,1530,6,4396,2651,4256,17856,2254,14646,1358,48925,171220,0,0,0,54334,11892,147034,0,8599,557,0,349576,70294,21746,924,437,762,0,0,657,13,0,4883,0,396,0,8421
"G2300250","1850","Maine","230","Somerset","0250","Somerset",3813,163438,235754,3765994,206355,4136,2,11145,7731,14286,60024,3646,56595,7145,183780,328630,0,0,0,180307,24046,327556,0,13000,1236,125,757624,215155,66183,1120,669,0,0,0,2888,158,5,8750,0,399,0,28945
"G2300270","1850","Maine","230","Waldo","0270","Waldo",4415,178264,193688,4488326,203931,3445,8,11381,7404,10295,44522,3802,38191,3291,130899,246738,0,0,0,134920,22471,232340,0,20205,540,75,926791,121709,69552,72,46,960,0,0,330,0,0,2963,0,61,0,22978
"G2300290","1850","Maine","230","Washington","0290","Washington",1875,63590,141367,1749097,72817,1040,1,4718,2929,2698,13642,1444,1461,1067,4579,35710,0,0,0,35252,4151,144183,0,12070,2153,306,401508,3310,20942,0,0,49,0,0,55,0,0,340,0,0,0,157
"G2300310","1850","Maine","230","York","0310","York",5004,213000,223485,8349868,237775,4185,1,15324,10280,13002,30035,6897,5696,7603,227046,62812,0,0,0,75571,16516,511773,0,4278,268,155,1058704,216856,78559,1,52,22,0,0,471,5,0,3101,0,0,0,1238
"G2400010","1850","Maryland","240","Allegany","0010","Allegany",892,72577,144695,2519858,60368,2902,9,4207,89,6257,12439,7877,73525,29187,101773,163943,0,0,0,25244,67,21920,0,100,19887,65,231038,880,10896,7,0,0,0,0,1517,5,0,47740,0,1430,0,6451
"G2400030","1850","Maryland","240","Anne Arundel","0030","Anne Arundel",1295,222228,126955,6723374,212984,5793,686,5577,3071,5389,14075,29989,360923,11439,925448,147263,0,4523340,0,22685,1202,51871,257,0,4498,465,170620,57,5580,668,158,376,0,0,635,32,0,0,0,0,0,5379
"G2400050","1850","Maryland","240","Baltimore","0050","Baltimore",1655,173106,119551,10242218,316013,5962,418,9024,741,3211,9922,21677,234187,15236,755224,280288,0,20,0,19745,825,141119,0,205,12299,56,355700,10,21810,573,200,0,0,0,0,0,0,0,0,0,0,2555
"G2400090","1850","Maryland","240","Calvert","0090","Calvert",434,65980,45611,1534050,34938,1773,174,1459,1640,2266,5297,9350,67489,2492,351890,23644,0,3109258,0,14773,130,2658,1740,0,0,0,26787,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
