GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,area_sq_km,population_total,population_nonwhite_free,population_nonwhite_free_female,population_nonwhite_free_male,population_nonwhite_slave,population_nonwhite_slave_female,population_nonwhite_slave_male,population_urban_over_2500,population_urban_over_25000,population_white_free,population_white_free_female,population_white_free_male,nativity_born_out_of_country,nativity_born_out_of_state,farms_land_improved,farms_land_unimproved,farms_total,farms_value_farms,farms_value_tools,livestock_horses,livestock_milk_cows,livestock_mules,livestock_other_cattle,livestock_oxen,livestock_pigs,livestock_sheep,crops_barley,crops_beeswax_honey,crops_buckwheat,crops_butter,crops_cane_molasses,crops_cane_sugar,crops_cheese,crops_clover_seed,crops_dew_hemp,crops_flax,crops_flaxseed,crops_ginned_cotton,crops_grass_seed,crops_hay,crops_hops,crops_indian_corn,crops_irish_potatoes,crops_maple_molasses,crops_maple_sugar,crops_oats,crops_peas_beans,crops_rice,crops_rye,crops_silk_cocoon,crops_sweet_potatoes,crops_tobacco,crops_water_hemp,crops_wheat,crops_wine,crops_wool,learning_academies_other,learning_colleges,learning_public_schools,learning_pupils_academies_other,learning_pupils_colleges,learning_pupils_public_schools,learning_teachers_academies_others,learning_teachers_college,learning_teachers_public_schools,students_foreign_born,students_free_colored,students_free_colored_female,students_free_colored_male,students_free_white,students_free_white_female,students_free_white_male,students_native,churches_baptist,churches_christian,churches_moravian,churches_congregational,churches_dutch_reformed,churches_episcopal,churches_free,churches_german_reformed,churches_jewish,churches_lutheran,churches_mennonite,churches_methodist,churches_minor_sects,churches_presbyterian,churches_protestant,churches_quakers,churches_roman_catholic,churches_swedenborgian,churches_tunker,churches_union,churches_unitarian,churches_universalist,births_free,births_slave,births_total,marriages_total,deaths_free,deaths_slave,sex_female,sex_male,age_00_to_01,age_01_to_04,age_05_to_09,age_10_to_14,age_15_to_19,age_20_to_29,age_30_to_39,age_40_to_49,age_50_to_59,age_60_to_69,age_70_to_79,age_80_to_89,age_90_to_99,age_over_100,age_unknown,sexage_female_00_to_01,sexage_female_01_to_04,sexage_female_05_to_09,sexage_female_10_to_14,sexage_female_15_to_19,sexage_female_20_to_29,sexage_female_30_to_39,sexage_female_40_to_49,sexage_female_50_to_59,sexage_female_60_to_69,sexage_female_70_to_79,sexage_female_80_to_89,sexage_female_90_to_99,sexage_female_over_100,sexage_female_unknown,sexage_male_00_to_01,sexage_male_01_to_04,sexage_male_05_to_09,sexage_male_10_to_14,sexage_male_15_to_19,sexage_male_20_to_29,sexage_male_30_to_39,sexage_male_40_to_49,sexage_male_50_to_59,sexage_male_60_to_69,sexage_male_70_to_79,sexage_male_80_to_89,sexage_male_90_to_99,sexage_male_over_100,sexage_male_unknown,dwellings_total,transport_rail,transport_water
G5100730,1850,Virginia,510,Gloucester,730,Gloucester,569.873367198668,10527,680,335,345,5557,2773,2784,0,0,4290,2117,2173,10,75,64515,60111,573,1526584,52810,1010,1716,247,3378,1933,14213,4109,795,1480,0,63588,0,0,0,0,0,0,0,62,0,4095,354,336063,10696,0,0,37069,7057,0,57,0,19967,575,0,65551,0,11934,7,0,12,95,253,7,13,0,0,0,0,0,0,517,243,274,517,4,0,0,NA,NA,2,0,0,0,0,0,8,0,0,NA,0,0,0,0,0,NA,0,156,156,312,NA,145,158,5225,5302,312,1413,1495,1484,1087,1828,1167,846,441,276,123,39,11,4,1,166,693,719,725,531,904,612,406,235,136,70,21,5,1,1,146,720,776,759,556,924,555,440,206,140,53,18,6,3,0,1000,0,1
G5100750,1850,Virginia,510,Goochland,750,Goochland,749.145548476644,10352,644,328,316,5845,2757,3088,0,0,3863,2014,1849,23,33,76971,83747,405,2035643,59228,1285,3101,565,1973,1124,10029,4897,0,2708,31,53503,0,0,30,0,0,342,11,1,34,1032,299,276338,15239,0,0,104018,5087,0,223,0,7933,924208,0,141969,10,12014,0,0,23,0,320,0,24,0,0,5,0,0,0,576,279,297,571,7,0,0,NA,NA,2,1,0,0,0,0,2,0,2,NA,0,0,0,0,1,NA,0,128,178,306,NA,81,148,5099,5253,306,1312,1585,1298,1040,1626,1094,865,594,390,175,53,12,2,0,158,664,740,635,537,816,558,402,267,187,96,33,5,1,0,148,648,845,663,503,810,536,463,327,203,79,20,7,1,0,876,0,1
G5100770,1850,Virginia,510,Grayson,770,Grayson,1164.22970911216,6677,36,21,15,499,243,256,0,0,6142,3076,3066,7,349,42200,136301,604,571191,33336,2135,3307,15,5773,207,12843,13322,242,7212,8506,81707,0,0,4897,135,0,20980,1266,0,29,3522,0,177266,1889,0,0,110770,392,0,18271,0,235,0,0,17127,0,28169,0,0,10,0,217,0,10,0,0,0,0,0,0,482,211,271,482,10,0,0,NA,NA,0,0,0,0,0,0,11,0,0,NA,0,0,0,0,0,NA,0,197,19,216,NA,28,5,3340,3337,216,923,1063,1078,742,1019,624,484,272,141,72,39,2,1,1,131,463,532,514,342,518,340,231,138,74,32,22,2,1,0,85,460,531,564,400,501,284,253,134,67,40,17,0,0,1,1001,0,0
G5100775,1850,Virginia,510,Greenbrier,775,Greenbrier,2927.5356556009,10022,156,81,75,1317,670,647,0,0,8549,4234,4315,71,114,97917,250631,603,2352596,48858,4088,4358,110,11095,260,13161,20971,437,9345,2293,116938,0,0,9803,228,0,10931,518,0,205,6359,17,182119,7223,2842,93313,124158,87,0,9081,2,235,0,6,47778,7,42574,1,0,60,30,900,1,60,0,0,0,0,0,0,910,433,477,910,3,0,0,NA,NA,0,0,0,0,0,0,13,0,6,NA,0,0,0,0,0,NA,0,245,37,282,NA,52,10,4985,5037,282,1293,1554,1286,1022,1728,1115,762,493,303,139,43,2,0,0,146,635,760,652,534,878,527,382,224,158,67,20,2,0,0,136,658,794,634,488,850,588,380,269,145,72,23,0,0,0,1419,0,0
G5100790,1850,Virginia,510,Greene,790,Greene,406.28889489245,4400,34,23,11,1699,865,834,0,0,2667,1348,1319,0,4,37998,39385,301,692422,27472,907,879,24,1517,183,7217,2806,0,1750,467,30820,0,0,90,33,6,4471,533,0,36,521,150,137293,5601,0,0,23365,458,0,5133,0,1686,200714,0,42416,155,6783,0,0,10,0,152,0,10,0,0,0,0,0,0,362,162,200,362,2,0,0,NA,NA,0,4,0,0,0,0,2,0,0,NA,0,0,0,0,0,NA,0,113,51,164,NA,32,28,2236,2164,164,599,678,572,469,666,494,300,218,132,81,21,6,0,0,96,308,339,273,235,339,249,148,122,71,41,13,2,0,0,68,291,339,299,234,327,245,152,96,61,40,8,4,0,0,494,0,0
G5100810,1850,Virginia,510,Greensville,810,Greensville,786.773207294996,5639,123,68,55,3785,1877,1908,0,0,1731,857,874,4,84,74906,82066,242,408518,18655,693,1071,386,2810,600,14862,3713,0,208,0,17319,0,0,0,0,0,0,0,715,0,1244,0,211537,3123,0,0,16540,8837,0,66,0,21796,138000,0,17619,0,5667,1,0,6,30,95,1,6,0,0,0,0,0,0,246,103,143,246,3,0,0,NA,NA,0,0,0,0,0,0,9,0,0,NA,0,0,0,0,0,NA,0,46,89,135,NA,18,60,2802,2837,135,724,804,803,640,900,600,450,290,186,73,24,8,2,0,70,355,374,383,319,465,302,248,134,93,42,12,4,1,0,65,369,430,420,321,435,298,202,156,93,31,12,4,1,0,385,1,0
G5100830,1850,Virginia,510,Halifax,830,Halifax,2148.74105648508,25962,534,266,268,14452,7036,7416,0,0,10976,5549,5427,29,35,242758,210291,1309,3329238,91752,4767,4949,233,9559,2282,42480,20506,0,8005,105,140928,0,0,0,45,0,6521,45,26,505,304,169,649896,20043,0,0,365182,13913,0,467,0,75015,6485762,0,146769,10,32708,0,0,14,0,288,0,15,0,0,0,0,0,0,620,250,370,620,21,2,0,NA,NA,6,0,0,0,0,0,17,0,5,NA,0,0,0,0,0,NA,0,246,413,659,NA,81,192,12851,13111,659,3414,3816,3526,2726,4165,2994,2039,1308,844,314,126,21,10,0,332,1654,1885,1671,1385,2109,1492,994,672,412,162,63,12,8,0,327,1760,1931,1855,1341,2056,1502,1045,636,432,152,63,9,2,0,2152,0,0
G5100833,1850,Virginia,510,Hampshire,833,Hampshire,2522.19850303231,14036,224,101,123,1433,730,703,0,0,12379,5858,6521,696,896,136288,294871,1063,2984190,115473,4348,4501,12,11285,32,14866,20731,26,21705,9676,248467,0,0,9934,234,0,10870,435,0,530,8996,0,292252,19353,712,15346,84118,10,0,23351,0,38,0,0,177343,105,45346,2,0,50,145,1500,8,50,0,0,0,0,0,0,1507,665,842,1507,5,2,0,NA,NA,3,0,0,0,1,0,15,1,6,NA,0,0,0,0,0,NA,0,308,28,336,NA,162,20,6689,7347,336,1763,2025,1864,1539,2518,1597,1015,731,393,191,55,8,1,0,174,870,1004,869,805,1135,729,450,348,173,100,27,5,0,0,162,893,1021,995,734,1383,868,565,383,220,91,28,3,1,0,2035,0,1
G5100837,1850,Virginia,510,Hancock,837,Hancock,228.791305688382,4050,7,4,3,3,3,0,0,0,4040,1916,2124,200,1503,26877,22862,306,1148840,32672,1017,1065,2,1306,124,2695,24858,4166,3737,4900,75966,0,0,0,74,0,590,25,0,203,2859,0,52392,10598,85,553,52444,65,0,5196,0,45,0,0,52413,0,63666,1,0,5,25,360,1,13,0,0,5,2,1,1,865,372,493,862,1,0,0,NA,NA,0,0,0,0,0,0,4,0,3,NA,0,0,0,0,0,NA,0,105,0,105,NA,56,0,1923,2127,105,501,594,553,511,722,411,302,175,97,53,13,9,0,4,46,221,282,273,245,355,185,141,89,45,26,4,7,0,4,59,280,312,280,266,367,226,161,86,52,27,9,2,0,0,690,0,0
G5100850,1850,Virginia,510,Hanover,850,Hanover,1226.63853654336,15153,221,105,116,8393,4159,4234,0,0,6539,3371,3168,46,40,188064,99998,603,2005259,85170,1670,2359,779,2566,1023,14845,7939,0,905,45,78316,0,0,0,1,0,0,0,20,196,1616,21,377616,11528,0,0,94186,4894,0,20,0,35310,404550,0,157388,0,15993,4,0,18,63,345,5,18,0,0,0,0,0,0,588,245,343,588,9,0,0,NA,NA,4,0,0,0,0,0,10,1,2,NA,1,0,0,0,0,NA,0,152,174,326,NA,67,95,7635,7518,326,1930,2153,2023,1614,2432,1731,1243,854,508,240,71,16,9,3,158,973,1057,965,815,1263,860,673,431,247,130,41,11,8,3,168,957,1096,1058,799,1169,871,570,423,261,110,30,5,1,0,1327,1,1
G5100853,1850,Virginia,510,Hardy,853,Hardy,2755.21816214585,9543,356,166,190,1260,617,643,0,0,7927,3842,4085,200,303,100861,245588,723,2556716,71744,3249,3164,28,8781,157,11184,12368,3,15902,3288,119686,0,0,6099,135,3,6620,538,0,288,6362,206,327846,13033,2246,52659,28272,198,0,9839,0,252,1197,0,85225,89,32176,3,0,38,57,622,3,38,0,0,0,0,0,0,1070,470,600,1070,0,0,3,NA,NA,0,0,0,0,0,0,4,0,2,NA,0,0,0,3,6,NA,0,348,35,383,NA,93,20,4625,4918,383,1204,1489,1283,1004,1593,961,695,498,268,116,40,8,1,0,200,604,704,608,482,781,471,325,237,123,59,24,6,1,0,183,600,785,675,522,812,490,370,261,145,57,16,2,0,0,1327,0,0
G5100857,1850,Virginia,510,Harrison,857,Harrison,1078.77272779997,11728,27,12,15,488,261,227,0,0,11213,5539,5674,78,819,87533,143613,1093,2184971,52970,3288,4016,25,12322,758,10798,16203,86,7558,1361,173006,0,0,9592,87,0,14128,808,0,316,8928,13,277585,11144,1431,31839,87453,1875,0,2660,3,1757,4473,0,47662,20,31974,1,0,71,60,330,2,71,0,0,0,0,0,0,576,264,312,576,5,0,0,NA,NA,0,2,0,0,0,0,10,0,1,NA,0,0,0,0,1,NA,0,264,16,280,NA,39,8,5812,5916,280,1702,1855,1652,1290,1954,1145,880,511,271,129,43,6,0,10,131,875,908,783,662,990,581,431,240,128,57,14,4,0,8,149,827,947,869,628,964,564,449,271,143,72,29,2,0,2,1866,0,0
G5100870,1850,Virginia,510,Henrico,870,Henrico,707.623973731609,43572,3637,1982,1655,16109,7596,8513,27570,27570,23826,11811,12015,2536,1628,53617,53804,454,2601202,72786,1245,1832,802,1461,314,7735,1778,0,750,18,66615,0,0,0,2,0,0,0,338,204,2196,100,266011,24435,0,0,83832,2909,0,1150,0,10285,400,0,113044,207,3615,22,2,31,1081,901,63,36,12,152,4,0,0,0,2907,1546,1361,2903,15,0,0,NA,NA,4,3,0,1,1,0,9,1,7,NA,1,2,0,0,0,NA,0,598,233,831,NA,549,276,21389,22183,831,4523,5227,5053,4462,8171,6751,4265,2438,1226,440,139,29,11,6,397,2212,2631,2533,2301,3973,3071,1990,1241,669,267,74,21,7,2,434,2311,2596,2520,2161,4198,3680,2275,1197,557,173,65,8,4,4,5317,1,1
G5100890,1850,Virginia,510,Henry,890,Henry,926.609668816637,8872,208,117,91,3340,1700,1640,0,0,5324,2685,2639,14,212,61539,96409,528,794407,25663,1400,1530,160,2634,648,12897,4330,0,5799,62,38880,0,0,10,7,0,7683,472,1,53,19,80,232311,10662,0,0,60240,1428,0,2347,9,12186,1013079,0,29704,3,7349,0,0,23,0,1391,0,23,0,0,0,0,0,0,920,426,494,920,10,0,0,NA,NA,1,0,0,0,0,0,2,0,0,NA,0,0,0,0,0,NA,0,142,87,229,NA,38,44,4502,4370,229,1206,1451,1279,999,1377,828,638,422,257,131,40,13,2,0,123,614,730,617,518,705,413,340,222,119,66,26,8,1,0,106,592,721,662,481,672,415,298,200,138,65,14,5,1,0,936,0,0
G5100910,1850,Virginia,510,Highland,910,Highland,1077.05581726487,4227,26,12,14,364,175,189,0,0,3837,1877,1960,14,15,43699,163473,389,1230446,26692,1909,2631,42,8267,100,4483,12592,0,10262,6214,83067,0,0,4904,25,3,16845,387,0,27,6354,53,54241,4059,1910,56221,34644,903,0,7741,0,0,164,0,22456,5,26662,0,0,7,0,135,0,8,0,0,0,0,0,0,680,282,398,680,0,0,1,NA,NA,0,3,0,0,1,0,4,0,1,NA,0,0,0,0,0,NA,0,113,9,122,NA,13,0,2064,2163,122,554,657,567,439,688,490,329,186,118,59,15,3,0,0,54,267,332,269,211,355,237,153,92,56,30,6,2,0,0,68,287,325,298,228,333,253,176,94,62,29,9,1,0,0,651,0,0
G5100930,1850,Virginia,510,Isle Of Wight,930,Isle Of Wight,830.617784458989,9353,1248,666,582,3395,1670,1725,0,0,4710,2436,2274,9,23,65925,92901,629,945102,37637,1134,3038,100,1791,951,23928,4484,0,3622,0,33202,0,0,132,0,0,1276,24,9,0,29,128,315699,10930,0,0,12694,31319,205,124,0,89713,44,30,3799,145,7904,2,0,9,56,149,2,9,0,0,0,0,0,0,479,233,246,479,4,1,0,NA,NA,1,0,0,0,0,0,12,0,1,NA,0,0,0,0,0,NA,0,159,67,226,NA,86,67,4772,4581,226,1152,1331,1159,988,1608,1044,819,504,318,146,43,12,3,0,106,574,672,576,541,823,540,404,262,163,80,26,4,1,0,120,578,659,583,447,785,504,415,242,155,66,17,8,2,0,1200,1,1
G5100935,1850,Virginia,510,Jackson,935,Jackson,1428.49548627516,6544,11,5,6,53,31,22,0,0,6480,3075,3405,123,1108,28384,255539,602,836512,29745,1683,1916,25,3763,288,17905,11062,46,1622,3181,98561,0,0,0,0,0,13617,160,0,0,1954,0,257242,13813,459,18826,43324,71,0,1072,196,1827,7832,0,16630,0,31028,0,0,45,0,1350,0,45,0,0,7,0,0,0,924,390,534,917,0,0,0,NA,NA,0,0,0,0,0,0,8,0,0,NA,0,0,0,0,0,NA,0,227,0,227,NA,68,2,3111,3433,227,951,1098,906,750,1039,663,413,272,150,54,10,5,1,5,103,460,523,442,354,492,315,198,126,65,24,5,2,1,1,124,491,575,464,396,547,348,215,146,85,30,5,3,0,4,1034,0,0
G5100950,1850,Virginia,510,James City,950,James City,403.928822640272,4020,663,369,294,1868,932,936,0,0,1489,703,786,18,47,21251,44132,129,547001,14930,320,635,214,1187,543,4009,1217,0,24,0,17785,0,0,0,0,0,0,0,0,0,24,0,102430,2789,0,0,22040,300,0,0,0,5730,0,0,25476,0,2197,4,1,8,115,165,6,8,6,35,0,0,0,0,197,89,108,197,5,0,0,NA,NA,1,0,0,0,0,0,3,0,0,NA,0,0,0,0,0,NA,0,36,28,64,NA,64,24,2004,2016,64,457,574,473,397,691,535,427,239,107,37,14,2,3,0,37,216,290,244,206,357,260,202,109,51,20,8,1,3,0,27,241,284,229,191,334,275,225,130,56,17,6,1,0,0,396,0,1
G5100953,1850,Virginia,510,Jefferson,953,Jefferson,548.264179804638,15357,540,254,286,4341,2138,2203,0,0,10476,5023,5453,598,1574,81087,29716,447,5264388,128283,3378,2546,134,3227,196,16940,11086,90,2531,56,130198,0,0,30,570,0,0,0,0,213,5558,60,287395,13819,0,0,21236,127,0,7702,0,0,0,0,472008,30,47456,7,0,27,165,1000,10,27,0,0,1,0,0,0,1535,707,828,1534,1,0,0,NA,NA,3,0,1,0,1,0,6,0,4,NA,0,1,0,0,3,NA,0,259,117,376,NA,103,48,7415,7942,376,1959,2193,1906,1535,2622,1951,1278,842,450,161,58,10,3,13,180,915,1056,958,737,1288,938,587,414,224,76,32,4,1,5,196,1044,1137,948,798,1334,1013,691,428,226,85,26,6,2,8,1960,0,1
G5100957,1850,Virginia,510,Kanawha,957,Kanawha,3060.35670752085,15353,212,94,118,3140,1238,1902,0,0,12001,5723,6278,225,630,32771,266317,777,1030917,39010,1849,2473,48,4674,794,18689,9180,0,6761,394,49523,0,0,40,0,1,9445,362,0,36,2014,29,352995,10712,0,5188,58596,1158,0,643,1,7021,5627,0,25074,0,15171,6,0,65,162,1500,6,65,0,0,1,0,0,0,1269,607,662,1268,11,0,0,NA,NA,3,0,0,0,0,0,12,0,2,NA,0,0,0,0,0,NA,0,405,76,481,NA,161,102,7055,8298,481,2103,2292,2024,1653,2847,1723,1127,640,295,116,29,8,3,12,244,1076,1119,1014,790,1176,716,470,254,108,62,18,2,2,4,237,1027,1173,1010,863,1671,1007,657,386,187,54,11,6,1,8,2110,0,0
G5100970,1850,Virginia,510,King And Queen,970,King And Queen,829.0923482392,10319,461,269,192,5764,2962,2802,0,0,4094,2147,1947,6,16,93589,89917,502,1287950,31643,1094,1729,246,2823,2112,11045,4442,0,1849,0,48883,0,0,0,0,0,0,0,26,0,5,0,376986,4933,0,0,13150,7187,0,18,0,11603,7600,0,68755,0,11034,3,0,22,110,281,7,22,0,0,0,0,0,0,507,240,267,507,11,0,0,NA,NA,1,0,0,0,0,0,6,0,0,NA,0,0,0,0,0,NA,0,96,133,229,NA,69,69,5378,4941,229,1314,1530,1426,1196,1731,1085,776,515,325,134,35,15,6,2,128,692,752,701,621,949,569,414,271,174,70,20,10,6,1,101,622,778,725,575,782,516,362,244,151,64,15,5,0,1,892,0,1
G5100990,1850,Virginia,510,King George,990,King George,476.921621449745,5971,267,124,143,3403,1670,1733,0,0,2301,1196,1105,13,33,59385,39927,279,1081994,35202,855,1083,355,1967,883,3762,3401,0,0,0,40090,0,0,0,0,0,0,0,0,0,57,0,241900,3591,0,0,9732,411,0,449,0,2007,0,0,76707,0,12306,0,0,10,0,200,0,10,0,0,0,0,0,0,288,138,150,288,2,0,0,NA,NA,2,0,0,0,0,0,2,0,0,NA,0,0,0,0,2,NA,0,57,64,121,NA,37,48,2990,2981,121,711,879,918,681,962,618,503,338,143,64,22,7,4,0,64,358,414,437,337,509,327,252,172,66,37,9,4,4,0,57,353,465,481,344,453,291,251,166,77,27,13,3,0,0,526,0,1
G5101010,1850,Virginia,510,King William,1010,King William,737.03515606397,8779,347,175,172,5731,2961,2770,0,0,2701,1377,1324,1,14,84639,66803,388,1458110,39725,991,1567,564,2306,1358,9077,3481,0,2190,55,32580,0,0,0,0,0,0,0,42,0,4,0,353685,4834,0,0,19860,5892,0,1110,0,8700,0,0,108819,0,10271,0,0,14,0,238,0,18,0,0,0,3,2,1,402,180,222,405,4,0,0,NA,NA,0,4,0,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0,63,147,210,NA,83,162,4513,4266,210,1060,1323,1265,933,1415,951,669,514,300,92,32,7,6,2,124,544,611,598,463,752,536,334,290,169,64,19,5,4,0,86,516,712,667,470,663,415,335,224,131,28,13,2,2,2,625,0,1
G5101030,1850,Virginia,510,Lancaster,1030,Lancaster,347.901218503454,4708,266,141,125,2640,1372,1268,0,0,1802,895,907,5,34,30037,31436,299,686513,15486,462,920,198,1726,800,5926,1780,0,115,0,17335,0,0,0,0,0,0,0,7,0,8,0,120530,3852,0,0,9615,958,0,61,0,10857,0,0,24424,0,3343,1,0,11,46,282,2,12,0,0,3,0,0,0,302,142,160,299,3,0,0,NA,NA,3,0,0,0,0,0,4,0,0,NA,0,0,0,0,0,NA,0,52,75,127,NA,76,69,2408,2300,127,589,718,671,490,763,514,385,235,129,63,14,9,1,0,61,299,360,338,256,390,256,204,130,67,34,8,4,1,0,66,290,358,333,234,373,258,181,105,62,29,6,5,0,0,426,0,1
G5101050,1850,Virginia,510,Lee,1050,Lee,1422.99532572255,10267,40,22,18,787,409,378,0,0,9440,4750,4690,10,1199,54844,206030,595,1103087,30341,2720,3059,180,7002,550,25114,12181,0,16196,508,91167,0,0,9213,69,0,28501,1189,0,101,1407,0,485625,6213,394,17760,107030,3309,0,2999,0,14062,5131,0,20243,0,21257,0,0,45,0,550,0,45,0,0,0,0,0,0,1193,508,685,1193,8,0,0,NA,NA,0,0,0,0,0,0,14,0,2,NA,0,0,0,0,1,NA,0,278,17,295,NA,40,10,5181,5086,295,1422,1713,1576,1214,1723,888,708,382,192,102,40,8,4,0,146,690,875,768,629,872,477,380,170,94,52,22,3,3,0,149,732,838,808,585,851,411,328,212,98,50,18,5,1,0,1536,0,0
G5101053,1850,Virginia,510,Lewis,1053,Lewis,1815.72352648066,10031,43,16,27,368,197,171,0,0,9620,4768,4852,203,374,48152,126827,878,1133510,33233,2737,3618,7,6516,482,14977,13393,0,6823,1652,96862,0,0,11957,19,0,17069,779,0,128,9190,60,235675,7983,1180,38341,48028,0,0,2632,0,1963,8800,0,31056,0,24238,0,0,47,0,1602,0,47,0,0,4,0,0,0,1587,715,872,1583,1,0,0,NA,NA,1,0,0,0,0,0,11,0,1,NA,0,1,0,0,0,NA,0,287,13,300,NA,75,9,4981,5050,300,1487,1636,1432,1043,1605,1075,716,403,201,91,39,3,0,0,144,719,796,701,560,823,549,341,191,84,50,21,2,0,0,156,768,840,731,483,782,526,375,212,117,41,18,1,0,0,1533,0,0
G5101057,1850,Virginia,510,Logan,1057,Logan,2487.71815166815,3620,0,0,0,87,42,45,0,0,3533,1667,1866,12,120,12887,112853,469,275487,7478,983,1639,0,6679,313,11186,4793,7,13989,84,31374,0,0,241,0,0,2936,68,0,9,129,0,154943,3160,42,3677,20014,545,0,207,0,9921,8353,0,1588,0,8202,0,0,10,0,175,0,10,0,0,0,0,0,0,204,86,118,204,2,0,0,NA,NA,0,0,0,0,0,0,4,0,0,NA,0,0,0,0,0,NA,0,97,2,99,NA,21,0,1709,1911,99,619,640,524,371,571,365,212,115,75,14,12,2,1,0,54,279,311,242,171,285,173,102,49,34,2,5,1,1,0,45,340,329,282,200,286,192,110,66,41,12,7,1,0,0,572,0,0
G5101070,1850,Virginia,510,Loudoun,1070,Loudoun,1349.91144884791,22079,1357,668,689,5641,2875,2766,0,0,15081,7604,7477,180,667,208454,86221,1256,8349371,195794,6727,5958,52,16005,425,25697,20727,75,17073,3751,422021,0,0,12120,338,0,1213,268,0,182,11990,26,749428,21735,0,0,117055,920,0,8633,2,115,0,0,563930,3,60228,3,0,150,85,1703,4,150,0,0,1,0,0,0,2353,1097,1256,2352,5,0,0,NA,NA,3,6,1,0,0,0,12,0,3,NA,3,0,0,0,0,NA,0,465,183,648,NA,151,68,11147,10932,648,2677,3082,2906,2337,3770,2445,1752,1193,756,357,124,28,4,0,322,1306,1512,1425,1237,1947,1241,908,591,383,194,68,10,3,0,326,1371,1570,1481,1100,1823,1204,844,602,373,163,56,18,1,0,2834,1,1
G5101090,1850,Virginia,510,Louisa,1090,Louisa,1323.10527461808,16691,404,207,197,9864,4980,4884,0,0,6423,3197,3226,61,59,185649,108645,838,2534084,94546,2534,3092,594,3779,1767,17844,9545,0,150,0,89445,0,0,0,0,0,0,0,0,0,1604,0,377288,16639,0,0,100487,4719,0,172,0,14256,1584285,0,199521,530,23427,0,0,31,0,452,0,31,0,0,0,0,0,0,900,455,445,900,14,0,0,NA,NA,1,0,0,0,0,0,9,0,2,NA,0,0,0,0,0,NA,0,150,265,415,NA,72,199,8384,8307,415,2282,2459,2305,1733,2641,1762,1269,851,564,279,99,27,3,2,239,1151,1215,1135,858,1336,886,650,420,279,142,51,18,2,2,176,1131,1244,1170,875,1305,876,619,431,285,137,48,9,1,0,1254,1,0
G5101110,1850,Virginia,510,Lunenburg,1110,Lunenburg,1119.84933290071,11692,191,93,98,7187,3595,3592,0,0,4314,2173,2141,14,14,114862,123778,548,1026166,36420,1713,2316,188,3811,1248,14343,9270,0,2855,0,53268,0,0,30,1,0,2928,461,4,100,8,5,240065,5999,0,0,106545,3888,0,0,16,13747,2284668,0,49960,14,15689,0,0,17,0,450,0,17,0,0,0,0,0,0,460,208,252,460,8,0,0,NA,NA,2,0,0,0,0,0,10,0,6,NA,0,0,0,0,0,NA,0,73,152,225,NA,47,144,5861,5831,225,1599,1761,1656,1204,1905,1247,904,544,362,210,62,7,6,0,115,789,867,813,614,972,660,445,246,185,119,32,2,2,0,110,810,894,843,590,933,587,459,298,177,91,30,5,4,0,820,0,0
G5101130,1850,Virginia,510,Madison,1130,Madison,833.649673449483,9331,151,74,77,4724,2338,2386,0,0,4456,2259,2197,11,60,111138,110870,513,2089467,81371,2284,2402,21,5117,609,18180,8057,0,1430,241,81184,0,0,0,161,1,6871,954,0,245,1667,148,343448,12748,0,90,21890,1438,0,10155,0,5168,51300,0,136684,797,17391,0,0,20,0,386,0,20,0,0,0,0,0,0,646,291,355,646,4,0,0,NA,NA,1,6,0,0,1,0,4,0,0,NA,0,0,0,0,0,NA,0,138,169,307,NA,56,75,4671,4660,307,1187,1382,1292,1020,1497,946,660,477,310,178,60,12,3,0,150,587,672,650,512,770,474,317,260,146,85,38,8,2,0,157,600,710,642,508,727,472,343,217,164,93,22,4,1,0,827,0,0
G5101133,1850,Virginia,510,Marion,1133,Marion,827.608175542771,10552,19,11,8,94,53,41,0,0,10439,5239,5200,72,1037,60641,88265,904,1602410,44369,2743,3147,10,5877,508,8429,17459,55,9607,2029,144409,0,0,6030,35,0,17548,889,0,211,6125,69,167071,5586,2117,45304,93095,741,0,2141,0,2106,1096,0,48469,0,34916,0,0,34,0,720,0,34,0,0,0,0,0,0,1503,720,783,1503,3,0,0,NA,NA,0,0,0,0,0,0,17,0,1,NA,0,0,0,0,0,NA,0,311,0,311,NA,55,1,5303,5249,311,1548,1691,1481,1171,1709,1104,746,389,241,118,39,3,1,0,145,783,879,729,608,840,561,374,194,116,54,18,1,1,0,166,765,812,752,563,869,543,372,195,125,64,21,2,0,0,1786,0,0
G5101135,1850,Virginia,510,Marshall,1135,Marshall,808.47603356632,10138,39,21,18,49,21,28,0,0,10050,4963,5087,317,2612,53478,79711,847,1632609,62774,2721,2835,9,3246,314,2314,17524,148,11485,11693,132100,0,0,280,0,0,4600,146,0,30,2040,10,302130,16565,61,6792,114345,95,0,3979,0,1160,0,0,74976,380,38144,1,0,25,60,700,3,25,0,0,17,0,0,0,2073,917,1156,2056,2,0,0,NA,NA,0,0,0,0,0,0,9,0,3,NA,0,0,0,0,1,NA,0,291,2,293,NA,108,0,5005,5133,293,1448,1729,1386,1046,1641,1018,712,464,254,110,31,2,2,2,148,722,853,666,545,847,500,322,225,113,51,10,1,1,1,145,726,876,720,501,794,518,390,239,141,59,21,1,1,1,1668,0,1
